"","M10","M12","M14","M15","M16","M17","M18","M19","M2","M20","M21","M23","M24","M25","M26","M27","M28","M29","M3","M30","M31","M33","M35","M36","M37","M38","M39","M4","M40","M41","M43","M44","M45","M46","M47","M48","M5","M6","M7","M8","M9","P10","P12","P14","P15","P16","P17","P18","P19","P2","P20","P21","P23","P24","P25","P26","P27","P28","P29","P3","P30","P31","P33","P35","P36","P37","P38","P39","P4","P40","P41","P43","P44","P45","P46","P47","P48","P5","P6","P7","P8","P9"
"15.2425",0,0,0,0,0,0,0,0,0.847777836,0,0,0.309660534,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.079888913,0.143514853,0,0,0,0,0,0,0
"15.30333333",0,0,0,0,0,0,0,0,0.509528955,0,0,0.257985001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.160718521,0.279005197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.229689539,0,0,0,0,0,0,0,0,0,0,0,0,0,1.162687923,0.097163271,0,0,0,0,0,0.149187079,0.270196866,0,0,0,0,0,0,0
"15.375625",0,0,0,0,0,0,0,0,0,0,0,0,0.345316571,0,0,0,0,0,0,0,0.593544433,0.32414718,0,0.121138118,0,0.632083482,0.484092987,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.52898308,0,0,0.213113227,0,0,0,0,0,0,0.174840214,0,0,0,0,0,0,0,0,0.749121776,0.806439749,0.698851976,0.582556514,0,0.631596843,0.222318129,0,0,0,0,0,0.148146062,0,0,0,0,0,0,0,0
"15.62272727",0,0,0,0,1.152850859,0,0,0,0,0,0,2.741653184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.615918326,0,2.224580895,0,2.590456962,0,0,0,0,0,0,0,1.895610342,0,0,2.371166853,0,0,0,2.254354454,0,0,0,0,0,1.468766882,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.295803228,1.616668178,0,0,0,0,0,0,0
"15.695",0,0,0,0,0,0,0,0,0,0,0,0.447758693,0,0,0,0,0,0,0,0,0,0,0,0.156784498,0,0,0,0,0.73114195,0,0,0,0.119796679,1.187556105,0,0,0,0,0,0,0.460362266,0,0,0,0,0,0,0,0,0,0,0,0.206793029,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06250995,0,0,0,0,0,0.115049833,0.194647575,0,0,0,0,0,0,0
"15.82555556",0,0,0,0,0,0,0,0,0,0,0,0.386091265,0.249145386,0,0,0,0,0,0,0,0.277641798,0,0,0,0,0,0,0,0,0,0,0,0,0.095027953,0,0,0,0,0,0,0,0,0,0,0,0.208759189,0,0,0,0,0,0,0.216794248,0,0,0,0,0,0,0,0,0,0.337603667,0,0,0,0,0.087083381,0,0,0,0,0,0,0.13075716,0,0,0,0,0,0,0
"15.865",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.302882978,0,0,0,0,0,0,0,0.208148768,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.21254428,0,0,0,0,0.099229629,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"16.1575",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.107699931,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.230086174,0,0,0,0,0,0,0,0.404749553,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.079985287,0,0,0,0,0,0,0,0
"16.20714286",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.453266247,0,0,0.105164207,0,0,0,0,0,0,0,0,0.418408582,0,0,0,0,0,0,0,0,0,0,0,0,0.220828018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.441113264,0,0,0,0,0.168094533,0,0,0,0,0,0.260108971,0,0,0,0,0,0,0,0
"16.2865",0,0,0,0,0.720084299,0,0.956011556,0.460963467,1.289567809,0,0,1.102433771,0.943690867,0.750638907,0,0,0,0.211119607,0,0.724062168,1.065091931,0.949264748,0.768698391,0.294059436,0,0.871390676,0.720361281,0,0,0,0,0,0.535778613,0.319601786,0,0.482374913,0,0.832711635,0,0,0,0.550273518,0.965387975,0,0,0.656303825,0,0,0.866419197,0,0,0.711866366,0.712580655,0.76817377,1.01846247,0,0.370096212,0,0.312785289,0,0.764120011,1.538459465,1.134239559,0.998799186,1.013407623,0,0.832596579,0.428576557,0,0,0,0,0,0.280372539,0.330880251,0,0.211729652,0,0.96174346,0,0,0
"16.43",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.437457317,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.24314279,0,0,0,0,0
